epoch,acc,loss,val_acc,val_loss
0,0.679505076142132,0.6346781572109551,0.7274746192893401,0.5348561669364194
1,0.7635469543147209,0.5002992278730809,0.7956852791878173,0.40332497769805986
2,0.8181789340101523,0.40511151667173745,0.8378807106598984,0.39104971773733344
3,0.8565672588832487,0.32964974076009645,0.8886421319796954,0.28660676564056864
4,0.8812341370558375,0.2776137831928161,0.9330583756345178,0.16099673203254108
5,0.899270304568528,0.24153292325850065,0.9083121827411168,0.2344301925395346
6,0.909739847715736,0.21848115344262364,0.9428934010152284,0.12910423461858392
7,0.9219701776649746,0.1911752656934225,0.9425761421319797,0.13395291090314157
8,0.9283470812182741,0.17440172596101833,0.9628807106598984,0.09163600264523689
9,0.9345653553299492,0.1632027287887135,0.9463832487309645,0.12162416023651355
10,0.9378172588832487,0.15485967092480757,0.9536802030456852,0.14607219178664502
11,0.9441148477157361,0.13947545793380228,0.9555837563451777,0.09444986639289081
12,0.9476046954314721,0.13187131344288738,0.942258883248731,0.15626139239157516
13,0.9524904822335025,0.1206211379752849,0.9682741116751269,0.08098708729491319
14,0.9549175126903553,0.11485304426553135,0.9695431472081218,0.0717517783721143
15,0.9572017766497461,0.10994837025114274,0.9695431472081218,0.08299721436111758
16,0.9593591370558375,0.10399089656335297,0.9768401015228426,0.05527517132739995
17,0.9634517766497462,0.09485110035969824,0.9806472081218274,0.05541269167333482
18,0.9608502538071066,0.0997958715116312,0.9815989847715736,0.055397896624411344
